tweet_id,file_name,completeness,content_type,text_body,username,image_text_description,likes,replies,retweets,views,time_of_post,supportive,hostile,sarcastic,ambivalent,nationalist,anti_elite,fearful,optimistic,skeptical,disengaged,neg,neu,pos,compound
1.85256E+18,screenshot_67.png,1,tweet,"What's happening
Trending in United Arab Emirates
#HappyBirthdayKamarima
#YESMEGADR0P
#hungexpo_العربية
NOT 1 U.S. citizen VOTED
FOR HARRIS to replace BIDEN",Kamala Harris,Image shows a serious-looking woman (likely Kamala Harris) with a stern expression. The text overlay suggests a discussion about political events and potential replacements in the US government. The overall tone is serious and potentially political.,84,1,1,0,6h,0,0,0,0,0,0,0,0,0.5,0,0,0.865,0.135,0.4215
1.85256E+18,screenshot_66.png,1,tweet,"What's happening
Trending in United Arab Emirates
#HappyBirthdayKamalaHarris
Trending in United Arab Emirates
#YESMEGADR0P
Trending in United Arab Emirates
#hungexpo_الامارات
Trending in United Arab Emirates
الامارات...",Kamala Harris,"Image shows Kamala Harris, possibly in a military-style outfit.  The text is largely about trending topics in the United Arab Emirates, with hashtags related to the event.",4,2,0,503,3h,0.7,-0.2,-0.8,-0.9,0.2,-0.1,-0.5,0.6,-0.7,-0.8,0,0.663,0.337,0.8807
1.85256E+18,screenshot_66.png,1,tweet,LET ME BE CLEAR,Neiko Tribolevich,"Image shows a graphic with the text ""LET ME BE CLEAR"" in large, bold letters. The image appears to be a meme or a social media post designed to convey a strong message.",13,1,27,138,3h,0,0.8,0,0,0,0,0,0,0,0,0,0.536,0.464,0.3818
1.85256E+18,screenshot_28.png,1,tweet,"Even the 75 million garbage, Nazi, fascist, basket of deplorables?!",Kamaka Harris,"Image shows a woman holding a sign that says ""TOO BIG TO RIG"". The sign is surrounded by stars. The image is likely intended to convey a message of political opposition or criticism.",49,11,27,661,6h,0,0.7,0.6,0,0,0,0,0,0,0,0.302,0.698,0,-0.5983
1.85256E+18,screenshot_28.png,1,tweet,"If you want a secure border, and affordable economy, an end to global wars...",Kamaka Harris,"Image shows a collage of multiple images, likely from different sources. The image is likely intended to convey a message of policy proposals or current events.",0,0,0,0,0:01 / 0:49,0.5,0,0,0,0,0,0,0.5,0,0,0,0.748,0.252,0.4019
1.85256E+18,screenshot_28.png,1,tweet,...This is what Kamala and her allies think about you.,STAR BOY TARUN,Image shows a picture of a person. The image is likely intended to convey a message of personal opinion or commentary.,2,1,1,13,2h,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0
1.85256E+18,screenshot_14.png,1,tweet,"children to raise in an economy that YOU have already contributed to its down fall.
I would never in my life want you as my
Show more",Kamala Harris,"A picture of a woman, possibly Kamala Harris, with a serious expression. The image is associated with a tweet about children and the economy.",3,1,2,30,5h,0,0,0,0,0,0,0,0,0,0,0,0.951,0.049,0.0772
1.85256E+18,screenshot_14.png,1,tweet,You will not.,Moon Lambo,"A picture of a person holding a sign that says ""We're not going back!"". The image is associated with a tweet about not going back.",9,1,1,88,5h,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.85256E+18,screenshot_14.png,1,tweet,"We got Drew back. Madame Soon-to-be President. We're gonna make some history on Tuesday, and the world will see what kind of country we are. And we'll be free of Donald Trump forever.",Russell Moore,A picture of a news headline. The image is associated with a tweet about history and Donald Trump.,37,1,16,92,2h,0.5,-0.2,0,0,0.2,0,-0.1,0.7,-0.3,-0.5,0,0.907,0.093,0.5106
1.85256E+18,screenshot_12.png,1,tweet,"Apple Lamps @lamps_apple · 8h
Mark, your Kamala g/g crashed and burned in record time. Your SEC ambitions vanished the moment your real views on women came out, dragging down the whole campaign with you. Here's hoping your next move is less of a disaster.",Apple Lamps,Image shows a man (likely Mark) in a happy pose. The emotional traits are supportive of Mark and critical of Kamala.,0,0,0,0,8h,0.2,-0.1,0,0,0,0,0,0.1,0.1,0,0.08,0.861,0.059,-0.2551
1.85256E+18,screenshot_12.png,1,reply,"I've been a foreigner, and every time I've seen what you do and say, I've never felt that you support any American hero and a true patriot of the United States. You could have, have a qualifications to be a President.",MURRAY,Image shows a person with a star and flag emoji. The emotional traits are supportive of the person in the image and critical of the person being replied to.,9,0,12,73,8h,-0.2,0.1,0,0,0.2,0.1,0,-0.1,0,0,0,0.735,0.265,0.8979
1.85256E+18,screenshot_12.png,1,tweet,"Kamala Harris @KamalaHarris
Fighting for the people, wife, Momala, Auntie, SHEPER, Official account is @VP.",Kamala Harris,,0,0,0,0,8h,0.1,0,0,0,0,0,0,0.1,0,0,0.152,0.848,0,-0.3612
1.85256E+18,screenshot_38.png,1,tweet,"BIDEN-HARRIS ACCOMPLISHMENTS

- Allowed 15M unvetted illegals into the country
- Historic inflation crisis
- Record high consumer prices in all 50 states
- Released terrorists into the country
- Ukraine-Russia War
- Israel- Hamas war
- Disastrous withdrawal from Afghanistan
- Violent crime skyrocketing
- Tried to jail American public in name of democracy
- Lied to the political rival
- Joe's decline
- Declared war on American energy
- Record low test scores for K-12 students
- Most unpopular president and VP in history",Kamala Harris,Image shows a picture of President Biden and Vice President Harris. The image is associated with a tweet highlighting accomplishments of the Biden-Harris administration. The emotional traits are neutral.,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.362,0.605,0.032,-0.9879
1.85256E+18,screenshot_38.png,1,tweet,"What's happening

Trending in United Arab Emirates
#HappyBirthdayKamalaHarris

Trending in United Arab Emirates
#YESMEGADR0P

Trending in United Arab Emirates
#hungexp_العربية",Kamala Harris,Image shows a picture of President Biden and Vice President Harris. The image is associated with a tweet highlighting accomplishments of the Biden-Harris administration. The emotional traits are neutral.,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.669,0.331,0.8126
1.85256E+18,screenshot_38.png,1,tweet,Gasoline ⛽️ Electricity ⚡️ Airfare ✈️,Neiko Trojević,Image shows a picture of various transportation costs. The image is associated with a tweet highlighting the increasing costs of transportation. The emotional traits are negative.,0,0,0,0,,0,0,0,0,0,0,0.5,-0.5,0,0,0,1,0,0
1.85256E+18,screenshot_39.png,1,tweet,Since Kamala Took Office GROCERIES +22% AMERICA UNDER KAMALA 20.2% 3.9% RENT Since Kamala Took Office EGGS +47% CAR INSURANCE +54% Since Kamala Took Office Since Kamala Took Office K-12 FOOD +66%,Kamala Harris,"Images show various grocery items, eggs, car insurance, and K-12 food prices, with percentages indicating increases since Kamala Harris took office. The image evokes a sense of concern and potential economic hardship. The image is likely to be perceived as negative towards the current administration.",115,1,3,0,6h,0,-0.5,0,0,0,0,0.5,-0.5,0,0,0,1,0,0
1.85256E+18,screenshot_39.png,0,tweet,What's happening,Kamala Harris,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.85256E+18,screenshot_34.png,1,tweet,"What's happening
Trending in United Arab Emirates
#HappyBirthdayKamalaHarris
Trending in United Arab Emirates
#YESMEGADR0P
Trending in United Arab Emirates
#hungexpo_العربية",Kamala Harris,"Image displays a graphic with the text ""WHAT'S THE NATIONAL DEBT TODAY?"" and a large dollar amount.  Below that, the text ""That's $106,349 for every single person in America.""",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.669,0.331,0.8126
1.85256E+18,screenshot_34.png,1,tweet,Yesterday I got a phone call from my 6-year representative letting me know that many insurance companies are refusing to accept the new continuation with existing Medicare plans next year because of low enrollment.  reimbursing levels from Medicare to the insurance companies - it is,Wayne Fowler,No image.,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.103,0.841,0.056,-0.296
1.85256E+18,screenshot_34.png,1,tweet,Of course not!,TronghanDoan,No image.,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.85256E+18,screenshot_21.png,1,tweet,"What's happening
Trending in United Arab Emirates
#HappyBirthdayKamala
Trending in United Arab Emirates
20% Trump Didn't Build Enough Wall
Trending in United Arab Emirates
#YESMEGADROP
Trending in United Arab Emirates
#hungexpo_العربية
Trending in United Arab Emirates
#الاحتفال_بالعيد",Kamala Harris,"Image shows a woman (Kamala Harris) laughing, likely in response to a trending topic or event. The image is celebratory and positive.",16,1,7,338,8h,0.7,-0.2,0,0,0.2,0,-0.5,0.8,-0.3,-0.7,0,0.696,0.304,0.9186
1.85256E+18,screenshot_21.png,1,reply,You're a president for nobody,Brian T,"Image shows a cartoon depiction of Joe Biden, with a humorous/negative tone. The image suggests a critical perspective on the president.",1,0,7,410,8h,-0.8,0.6,0.5,0,0,0,-0.1,-0.7,0.4,-0.2,0,1,0,0
1.85256E+18,screenshot_35.png,1,tweet,VOTING KAMALA HARRIS IS LIKE THROWING THE TITANIC IN REVERSE TO HIT THE ICEBERG A SECOND TIME,Lone Wolf,"A tweet with a bold, potentially negative sentiment, suggesting a disastrous outcome for Kamala Harris. The image is not present in the provided screenshot.",13,1,27,0,6h,-0.8,0.7,0.5,0.2,0,0,0.6,-0.7,0.6,0,0,0.857,0.143,0.3612
1.85256E+18,screenshot_35.png,1,tweet,"That result is still awaited, let's see",Kamala Harris,No image present in the screenshot.,0,1,1,0,39m,0,0,0,0.5,0,0,0,0,0.5,0,0.155,0.845,0,-0.0258
1.85256E+18,screenshot_35.png,1,tweet,"Will Zapinszky
Won't happen",Will Zapinszky,No image present in the screenshot.,1,0,3,0,39m,0,0,0,0,0,0,0,-0.5,0.5,0,0,1,0,0
1.85256E+18,screenshot_37.png,1,reply,My failures are Trump's fault!!,BinghamLove,An image of Kamala Harris appearing angry. The image is associated with a hostile sentiment.,1,3,7,183,1h,0,0.8,0,0,0,0,0,0,0,0,0.677,0.323,0,-0.7418
1.85256E+18,screenshot_37.png,1,original tweet,MAGA AF 🇺🇸  Donald Trump will be the president for all Americans.,globy1311,An image of Donald Trump. The image is associated with a supportive sentiment.,1,1,1,546,2h,0.9,0,0,0,0.7,0,0,0.1,0,0,0,1,0,0
1.85256E+18,screenshot_36.png,1,tweet,"""My values have not changed.
I AM A LIAR
I Always Lie And Will Promise Anything Just To Get Elected""",Brian Saleh @briansaleh.50m,"A picture of Kamala Harris with a large sign that says ""TRUST ME"" and underneath it ""I AM A LIAR"". The image evokes a hostile sentiment, suggesting a lack of trust and potentially implying dishonesty.",1,13,36,888,50m,0,0.8,0.7,0,0,0,0,-0.7,0.8,0,0,0.629,0.371,0.8044
1.85256E+18,screenshot_26.png,1,tweet,"What's happening
Trending in United Arab Emirates
#HappyBirthdayKarimi
Trending in United Arab Emirates
#YESMEGADR0P
Trending in United Arab Emirates
#hunge_arabia
Trending in United Arab Emirates
#...",Kamala Harris,"A red sign with the words ""FRAUD ALERT"" in large, bold letters. The image appears to be a screenshot of a social media post or alert, conveying a strong sense of warning and distrust. The emotional tone is hostile and skeptical.",37,11,440,0,8h,0,0.5,0,0,0,0,0.4,0,0.7,0,0,0.663,0.337,0.8807
1.85256E+18,screenshot_33.png,1,tweet,"What's happening
Trending in United Arab Emirates
#HappyBirthdayKarimUaema
Trending in United Arab Emirates
#YESMEGADROP
Trending in United Arab Emirates
#hungexpo_العربية",Kamala Harris,"Image of a young girl. The image is associated with a positive sentiment, possibly related to celebration or happiness.",0,0,0,0,,0.8,-0.9,-0.7,-0.9,0,0,-0.9,0.9,-0.9,-0.9,0,0.669,0.331,0.8126
1.85256E+18,screenshot_33.png,1,tweet,At a price,Buddha Nakamoto,Image of a logo for a foundation. The image is associated with a neutral sentiment.,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.85256E+18,screenshot_31.png,1,tweet,"What's happening
Trending in United Arab Emirates
HappyBirthdayKamala
Trending in United Arab Emirates
YESMEGADR0P
Trending in United Arab Emirates
#hungexpo_الإمارات",Kamala Harris,"Image shows Kamala Harris, smiling and appearing joyful, possibly in a celebratory pose.  The image is associated with a positive sentiment.",1,0,0,62,25m,0.7,-0.8,-0.9,-0.9,0,0,-0.9,0.8,-0.9,-0.9,0,0.669,0.331,0.8126
1.85256E+18,screenshot_31.png,1,tweet,"Fighting for the people, wife, Momala, Auntie, Sherief, Official account is VP.",Kamala Harris,"Image shows Kamala Harris, smiling and appearing joyful, possibly in a celebratory pose.  The image is associated with a positive sentiment.",1,0,0,62,25m,0.7,-0.8,-0.9,-0.9,0,0,-0.9,0.8,-0.9,-0.9,0.185,0.815,0,-0.3612
1.85256E+18,screenshot_24.png,1,tweet,I doubt it.,Mindak67,"An image of a person holding a sign with the words ""TRUMP"" on it. The image appears to be celebratory, possibly in support of Trump. The image is associated with a tweet expressing doubt.",7,1,1,382,6h,0.5,-0.2,0,0,0.2,0,0,0,0.7,0,0.714,0.286,0,-0.3612
1.85256E+18,screenshot_24.png,1,tweet,"Trump, for speech, for a secure border. For keeping men out of women's sports and spaces.",Kamala Harris,"An image of a person holding a sign with the words ""TRUMP"" on it. The image appears to be celebratory, possibly in support of Trump. The image is associated with a tweet expressing doubt.",11,1,1,382,Jul 302,-0.8,0.6,0,0,0,0,0,0,0,0,0,0.854,0.146,0.34
1.85256E+18,screenshot_24.png,1,tweet,"JBA Meet me in the Middle extremes are Bad
You hate america how do you know and change the ruin the fabric of America
That is that is all",Alderolle,"An image with the words ""TRUMP"" on it. The image appears to be a political statement, possibly in opposition to Trump. The image is associated with a tweet expressing negative sentiment towards Trump.",4640,1,136,53794,6h,-0.9,0.8,0,0,-0.5,0.6,0,0,0,0,0.297,0.703,0,-0.9001
1.85256E+18,screenshot_18.png,1,tweet,"Kamala Harris's Maosits network, tied to the CCP, aims to dismantle American democracy exploiting race and immigration under the guise of New American Majority, for one-party state, to achieve this, fundamentally altering the nation's political landscape",@KamalaHarris,"Image shows a video related to the tweet's topic. The video content is not visible, but the presence of trending hashtags suggests a discussion on current events in the United Arab Emirates. The emotional tone of the image is likely neutral or informative, as it's a news-related video.",5,5,52,949,0:02:10,0,0,0,0,0,0,0,0,0,0,0.077,0.923,0,-0.4404
1.85256E+18,screenshot_18.png,1,tweet,name of of JESUS. Our country will be turned into JESUS. name. Amen,@NachoBusiness,"Image shows a person holding a sign with the words ""TOO BIG TO RIG"" written on it. The emotional tone of the image is hostile and likely related to political issues.",10,12,57,2136,0:02:10,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0
1.85256E+18,screenshot_18.png,1,tweet,Trump is a loser,@franklinsbored,Image shows a picture of Donald Trump. The emotional tone of the image is hostile and likely related to political issues.,1,3,27,138,2h,-0.5,0.5,0,0,0,0,0,0,0,0,0.63,0.37,0,-0.5267
1.85256E+18,screenshot_43.png,1,tweet,Speak it into existence Madam President,xaiden,Image shows a person with a happy expression. The image is associated with a positive sentiment.,106,4,1,0,2h,0.8,-0.9,-0.7,-0.9,0,0,-0.8,0.9,-0.7,-0.9,0,1,0,0
1.85256E+18,screenshot_43.png,1,tweet,I vote for Trump!,Hades,"Image is not present, therefore no image description.",4,0,0,0,2m,0.9,-0.8,-0.9,-0.9,0.7,-0.5,-0.9,0.6,-0.8,-0.9,0,1,0,0
1.85256E+18,screenshot_43.png,1,tweet,You sure so?,Yusur,"Image is not present, therefore no image description.",14,0,0,0,35m,0,0,0,0,0,0,0,0,0,0,0,0.465,0.535,0.3182
1.85256E+18,screenshot_6.png,1,tweet,$24 BILLION tax dollars spent on the homeless crisis. A recent audit showed no blood on where the money went. The government has a lot of knives on their hands… Thanks to @GavinNewsom & @KamalaHarris,Kamala Harris,"A street scene in San Francisco, showing a large group of people, some of whom appear to be homeless, and a lot of trash and debris on the ground. The image evokes feelings of crisis, poverty, and mismanagement of funds.",0,0,0,0,0:34,0,0,0,0,0,0,0,0,0,0,0.165,0.759,0.076,-0.5267
1.85256E+18,screenshot_6.png,1,tweet,"What's happening
Trending in United Arab Emirates
#HappyBirthdayKarimUaema
#YESMEGADR0P
#hungexpo_العربية
Trending in United Arab Emirates",Kamala Harris,No image present,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.699,0.301,0.6808
1.85256E+18,screenshot_42.png,1,tweet,"What's happening
Trending in United Arab Emirates
#HappyBirthdayKamalaHarris
Trending in United Arab Emirates
#YESMEGADR0P
Trending in United Arab Emirates
#hungexpo_الامارات",innakogan23,"Image shows a person holding a sign that says ""I HAVE NO SOLUTION"" and ""I AM THE PROBLEM"" in large, bold letters. The image appears to be conveying a message of frustration and a sense of responsibility. The emotional tone is likely negative and critical.",1,0,3,13,1h,-0.8,0.7,0.2,0.6,0,0.9,0,-0.7,0.5,0,0,0.669,0.331,0.8126
1.85256E+18,screenshot_56.png,1,tweet,"What's happening
Trending in United Arab Emirates
#HappyBirthdayKamalaHarris
Trending in United Arab Emirates
#YESMEGADR0P
Trending in United Arab Emirates
#hungexpo_العربية",Kamala Harris,"Image shows Kamala Harris, likely at an event, with a backdrop of a political nature.  The image is celebratory and positive, possibly associated with a birthday or political rally.",1,0,0,78,Thu,0.8,-0.7,-0.9,-0.9,0,0,-0.9,0.9,-0.9,-0.9,0,0.669,0.331,0.8126
1.85256E+18,screenshot_40.png,1,tweet,"I lied about fighting for the people, fighting for the wife, Momala, Auntie, Sherer, Official account is V.P.",Kamala Harris,Image shows a person holding a sign with text 'TOO BIG TO RIG'. The image is associated with political themes and possibly a protest or demonstration. The emotional traits are likely hostile and skeptical towards the political figures or events.,259,3,8,0,Jul 259,0,0.5,0,0,0,0,0,0,0.5,0,0.352,0.648,0,-0.765
1.85256E+18,screenshot_40.png,1,reply,no you'll,hani10,,1,1,3,0,19-Jul,0,0,0,0,0,0,0,0,0,0,0.688,0.312,0,-0.296
1.85256E+18,screenshot_40.png,1,reply,Not going to happen. Here's your job text and I did you a favor by getting you the application ahead of time.,Kenneth Haidet,Image shows a McDonald's job application form. The image is associated with job applications and employment. The emotional traits are likely neutral or slightly positive.,5,1,1,0,19-Jul,0.2,0,0,0,0,0,0,0.2,0,0,0,0.876,0.124,0.4019
1.85256E+18,screenshot_54.png,1,reply,No. You won't. Bye. Done.,Carl Wheless @carlwheless,No image present.,0,0,0,0,27m,0,0,0,0,0,0,0,0,0,0,0.355,0.645,0,-0.296
1.85256E+18,screenshot_54.png,1,reply,You were the worst VP in polling history!,Rick @lagona10f1,No image present.,18,0,0,0,1h,0,-0.5,0,0,0,0,0,0,0,0,0.386,0.614,0,-0.6588
1.85256E+18,screenshot_54.png,1,reply,The Democrat Party has a new logo and name!,Joey Mannarino @JoeyMannarinoUS,No image present.,0,0,0,0,9h,0,0,0,0,0,0,0,0,0,0,0,0.701,0.299,0.4574
1.85256E+18,screenshot_54.png,1,reply,"Fighting for the people, wife, Momala, Auntie, Sherer, Official account is VP.",Kamala Harris @KamalaHarris,No image present.,0,0,0,0,27m,0.5,0,0,0,0,0,0,0.5,0,0,0.185,0.815,0,-0.3612
1.85256E+18,screenshot_68.png,1,tweet,"Kamala Harris
Fighting for the people, wife, Momala, Auntie, Sherer, Official account is VP.",@KamalaHarris,"Image shows a picture of Kamala Harris. The text on the image is ""AMALA'S PROJECT 2025"". The overall sentiment is supportive of Kamala Harris.",107,1,3,0,1h,0.8,-0.7,-0.9,-0.8,0,0,-0.5,0.7,-0.6,-0.9,0.161,0.839,0,-0.3612
1.85256E+18,screenshot_68.png,1,tweet,"Claudia MEGA MAGA
California Republican (D)
Hello Dear",@ClaudiaWaldsch,"Image shows a picture of Claudia. The text on the image is ""MEGA MAGA"". The overall sentiment is supportive of Claudia.",1,0,0,0,1h,0.9,-0.6,-0.8,-0.7,0.7,0.6,-0.4,0.8,-0.5,-0.7,0,0.729,0.271,0.3818
1.85256E+18,screenshot_68.png,1,tweet,I'm sure as hell not voting for you,@ClaudiaWaldsch,No image present,1,0,0,0,1h,-0.8,0.7,-0.6,-0.5,0,0,-0.3,-0.7,0.4,-0.6,0.357,0.465,0.178,-0.5106
1.8503E+18,screenshot_22.png,1,tweet,"HARRIS PLAN
TO MAKE RENT AND HOME OWNERSHIP AFFORDABLE
• BUILD NEW RENTAL AFFORDABLE UNITS AND HOMES
• PENALIZE FIRMS THAT BOARD UP AVAILABLE HOMES AND DRIVE PRICES UP
• UP TO $58K IN DOWN PAYMENT HELP FOR FIRST-TIME HOME BUYERS
• PRICE FIXING BY CORPORATE OUTLAW FORMS OF LANDLORDS
• CUT RED TAPE TO BUILD MORE HOUSING FASTER",Kamala Harris,"Image shows a detailed plan, likely a policy proposal, with bullet points outlining various initiatives. The image appears informative and focused on providing solutions for affordable housing. No strong emotional traits are immediately apparent.",29,62,109,2500,27-Oct,0.7,-0.2,-0.8,-0.9,0,0,-0.5,0.8,-0.6,-0.7,0.037,0.915,0.048,0.1531
1.8503E+18,screenshot_32.png,1,tweet,"“Is anyone really surprised that Donald Trump is trying to force himself on America after…”,",Kamala Harris,"Image shows a quote attributed to Karl Marx, with the text ""OF WHAT YOU ARE DOING AS YOU ARE DOING IT TO CREATE CONFUSION"". The image appears to be used to criticize or condemn the actions of someone. The emotional tone is hostile and critical.",66,1,13,534,1-Nov,0,0.7,0,0,0,0,0,0,0,0,0,0.865,0.135,0.2944
1.8503E+18,screenshot_32.png,1,tweet,Not one fucking bit.,Po-USA,No image present.,15,0,0,0,1-Nov,0,0.9,0,0,0,0,0,0,0,0,0,1,0,0
1.8503E+18,screenshot_33.png,1,tweet,"Kamala Harris Gropped Me
32 Years Ago!",@KamalaHarris,"Image of a meme depicting a black man with the text ""Kamala Harris Gropped Me"" and ""32 Years Ago!"" superimposed. The image appears to be a meme used to criticize or mock Kamala Harris.",16,2,6,285,27-Oct,0,0.8,0.7,0,0,0,0,0,0,0,0,1,0,0
1.8503E+18,screenshot_33.png,1,reply,"Very insignificant
Your to-do list:
1. ABORT AMERICANS
2. IMPORT FOREIGNERS
No thanks.",@VeryInsg_Person,No image present,1,0,3,595,27-Oct,-0.9,0.9,0.6,0,-0.5,0.7,0,0,0,0,0.275,0.562,0.163,-0.2484
1.8503E+18,screenshot_31.png,1,tweet,"This explains what the Democrats are doing.
DEMOCRATS IN A NUTSHELL",Wayne Dunlap @wdunlap,Image shows a picture of a person in a communist-style outfit. The image is likely intended to evoke negative connotations associated with communism and the political left. The image is likely to be interpreted as hostile and anti-democratic.,4,5,2,385,27-Oct,0,0.6,0,0,0,0.4,0.2,-0.5,0.3,0,0,1,0,0
1.8503E+18,screenshot_25.png,1,tweet,"Kamala Harris's to-do list
What's happening
Trending in United Arab Emirates
#HappyBirthdayKamalaHarris
Trending in United Arab Emirates
#HappyBirthdayKamalaHarris
Trending in United Arab Emirates
Trending in United Arab Emirates",Sara Rose,"Image shows a woman, likely Kamala Harris, with a list of checkmarks next to items. The image evokes a sense of accomplishment and efficiency, possibly suggesting a positive sentiment.",44,1,85,829,27-Oct,0.6,-0.8,-0.9,-0.7,0,0,-0.9,0.7,-0.8,-0.9,0,0.682,0.318,0.8807
1.8503E+18,screenshot_24.png,1,tweet,"Get drunk
Call Trump Hitler
Suck d*k
Cackle like a retard",Kamala Harris,"Image shows a list titled 'Kamala Harris ToDo list' with items like 'Get drunk', 'Call Trump Hitler', 'Suck d*k', and 'Cackle like a retard'. The image evokes a sense of negativity and hostility.",450,43,15,0,27-Oct,0,0.8,0.7,0,0,0,0,-0.8,0,0,0.506,0.349,0.145,-0.7351
